archetype,deck,list_id,source,date,event,pilot,camp,category,confidence,regime,origin,verifier,verdict,reason,verifier_reason
zoo,Domain Zoo,modern-league-2026-07-2210847#Jselzo,mtgo,2026-07-22,Modern League,Jselzo,frog,false-negative,low,post,pass2,drop,"in: the Frog version of Domain Zoo, Kavu-less on Scion, Guildpact and Frog","angle 1: 4 Scion, 4 Leyline Binding, 4 Guildpact, 4 Ragavan, 4 Frog, 4 Riddler, 3 Discharge, 3 Wrath of the Skies on the domain manabase with no Territorial Kavu (320 of 321 members run 4); the pilot's 22418 and 22447 are members. A Frog-version Zoo that cut Kavu. Proposed rule: No clean rule: Scion plus Guildpact plus Ragavan as the signature moves 17681, 20360 and izzetrycal in and 3 clean members out (18649, 18677 without Guildpact, 22847 without Ragavan); Scion plus Guildpact alone admits 33, 29 of them Footfalls or Mtyrant's Kavu-less Frog control. Left for a ruling.","angle 1 verifier: Re-read: 4 Scion, 4 Binding, 4 Guildpact, 4 Ragavan, 4 Frog, 4 Riddler, 4 Force of Negation, 3 Discharge, 3 Wrath, 2 Practiced Offense, no Kavu, no Bolt, no Stubborn Denial; core overlap 0.59. Against the 321 members: Kavu 321, Bolt 283, Stubborn Denial 304, Force 7, Discharge 0. Its engine is the Frog, Riddler, Force, Binding and Scion control shell of the 20 Kavu-less Scion lists (Mtyrant's 8, the mid-June group, DLC at Dallas) the finder itself reads as Frog control and not Zoo; Ragavan on top does not make it Zoo. Jselzo's member lists 22418 and 22447 are a different deck (4 Kavu, 4 Solitude, 3 Ephemerate, no Frog, no Force). The only rule offered moves 3 clean members out (18649, 18677, 22847), verified."
devoted,Devoted Combo,melee:02b83bd0-eb96-498a-b437-b4b40061f5a2,melee,2026-08-29,Spotlight Brisbane,Dennison,,hybrid,low,post,pass2,keep,"in: Devoted Druid with either Tyvar, and Nantuko and Quirion are the deck's own cards","angle 5: Registered Selesnya Devoted Druid Combo, 8-7-0, 112th. Druid combo half: 4 Devoted Druid, 1 Vizier of Remedies, 4 Badgermole Cub, 4 Halfling, 4 GSZ, 4 Leyline of Abundance, 4 Nature's Rhythm, 3 Shang-Chi, 1 Tyvar, the Pummeler, no Jubilant Brawler and no Ballista; 0.77 overlap with the MTGO Devoted core (17 of 22). Nantuko half: 3 Springheart Nantuko, 4 Quirion Ranger, Ashaya, Formidable Speaker, 6 Forest, Ouroboroid 4 in the side. Straddles Devoted Combo and the mono-green Nantuko deck; the store holds no list of this shape (0 store lists with Druid, no Jubilant Brawler and the Pummeler). Proposed rule: Same Pummeler alternative as noah212 would move it in (0 store, 2 paper); if hybrids stay out for now, no rule change and it stays outside as it is today.","angle 5 verifier: Read by hand: 4 Druid, 1 Vizier, 4 Cub, 4 Halfling, 4 GSZ, 4 Leyline of Abundance, 4 Nature's Rhythm, 3 Shang-Chi, 1 Pummeler, no Brawler and no Ballista, beside 3 Springheart Nantuko, 4 Quirion Ranger, Ashaya, Formidable Speaker and 6 Forest, with 4 Ouroboroid in the side; 17 of 22 core cards (0.77), missing Brawler and the black splash (Birds, Overgrown Tomb, Underground Mortuary, Boseiju). Ashaya is in 9 store members and Nantuko in 1, so the Nantuko-Ranger half is outside the deck's vocabulary and the Druid half has neither of its finishers. Hybrid is the right category and it is outside today; the Pummeler rule would move it (0 store, 2 paper) and the finder rightly recommends no change while hybrids stay out. Kept as an observation, not a rule."
devoted,Devoted Combo,melee:ac0724a5-95dc-43f9-af89-b4b90172bde8,melee,2026-09-05,Spotlight Dallas,noah212,,false-negative,low,post,pass2,keep,"in: Devoted Druid with either Tyvar, and Nantuko and Quirion are the deck's own cards","angle 5: Registered Devoted Druid Combo, 0-1-0, 911th. Holds 20 of the 22 MTGO core cards (0.91): 3 Devoted Druid, 1 Vizier of Remedies, 1 Walking Ballista, 4 Badgermole Cub, 4 Delighted Halfling, 4 Green Sun's Zenith, 4 Leyline of Abundance, 3 Nature's Rhythm, 3 Shang-Chi, 3 Ouroboroid, Craterhoof, Duskwatch Recruiter, Fiend Artisan, Dryad Arbor. Missing Tyvar, Jubilant Brawler entirely; runs 1 Tyvar, the Pummeler instead, a card 228 of the 372 store members also run but always beside Jubilant Brawler. Also carries 2 Springheart Nantuko and 2 Quirion Ranger, the mono-green Nantuko package the Trudge heuristic calls a different deck (Nantuko is in 1 store member, Quirion Ranger in 27). On MTGO the rule is right: only 4 store lists hold Druid without Jubilant Brawler (Hovsgaard 18927, Musagete 20564, Permeloso 22652 with Vizier, one without), none with the Pummeler. Proposed rule: Accept Tyvar, the Pummeler as an alternative to Tyvar, Jubilant Brawler in the Devoted signature (Druid plus either Tyvar). Measured: moves 0 store lists and 2 paper lists (this one and Dennison's Brisbane list).","angle 5 verifier: Read by hand: 3 Devoted Druid, 1 Vizier, 1 Ballista, 4 Badgermole Cub, 4 Halfling, 4 GSZ, 4 Leyline of Abundance, 3 Nature's Rhythm, 3 Shang-Chi, 3 Ouroboroid, 2 Birds, 2 Dryad Arbor, Craterhoof, Duskwatch, Fiend Artisan, 1 Tyvar the Pummeler, no Jubilant Brawler; 20 of 22 core cards (0.91, missing Brawler and Boseiju). The Druid-Vizier-Ballista combo is there, so the engine is intact and the Brawler is the one cut. The Nantuko splash is 2 Nantuko, 2 Quirion Ranger, 1 Summoner's Pact, no Trudge or Fanatic, so it is not the mono-green Nantuko deck's engine. Counts reproduce except one: Pummeler sits in 183 of the 372 store members (the finder's 228 adds the 45 paper members), always beside Brawler (0 without); Nantuko in 1 store member, Ranger in 27; the 4 store Druid lists without Brawler are 9475 (Nantuko, no Vizier), 18927, 20564 and 22652 (Elves and Cauldron builds), none with the Pummeler. Druid plus either Tyvar moves exactly 0 store and 2 paper lists (this and Dennison). Low confidence stands: the rule would be keyed on one 0-1 list."
affinity,Affinity,modern-league-2026-06-0910628#esatheking,mtgo,2026-06-09,Modern League,esatheking,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: 4 Kappa, 4 Pinnacle, 2 Explosives, 4 Jar, 3 Crypt, 4 Portable Hole, 1 Krang, 2 Preordain, no Manufacturing or Song; core overlap 0.74. Krang at 1 to 2 sits in 140 members. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: 4 Kappa, 4 Pinnacle, 2 Explosives, 4 Jar, 3 Crypt, 4 Portable Hole, 4 Rebuke, 1 Krang, 2 Preordain, no Manufacturing or Song; core overlap 0.74 reproduced; Krang at 1 is inside the member range. Same standing as 9218."
affinity,Affinity,modern-league-2026-06-1810628#MrSeri,mtgo,2026-06-18,Modern League,MrSeri,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 3 Crypt, 4 Emry, 4 Metallic Rebuke, 4 Patchwork Automaton, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.84. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 3 Crypt, 4 Emry, 4 Rebuke, 4 Patchwork Automaton (0 members), no Manufacturing, Tamiyo, Krang or Song; core overlap 0.84 reproduced. Same standing as 9218."
affinity,Affinity,modern-league-2026-06-2210628#esatheking,mtgo,2026-06-22,Modern League,esatheking,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: esatheking's Portable Hole build again: 4 Kappa, 4 Pinnacle, Explosives, 4 Jar, 3 Crypt, 1 Krang, no Manufacturing or Song; core overlap 0.74. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Counts re-measured: esatheking's Portable Hole build, 4 Kappa, 4 Pinnacle, 2 Explosives, 4 Jar, 3 Crypt, 1 Krang, no Manufacturing or Song; core overlap 0.74. Same standing as 17729."
affinity,Affinity,modern-league-2026-07-0410847#Costola91,mtgo,2026-07-04,Modern League,Costola91,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, 4 Emry, 4 Street Wraith, 3 Metallic Rebuke on Shivan Reef and Spirebluff, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, 4 Emry, 4 Street Wraith (0 members), 3 Rebuke on Shivan Reef and Spirebluff, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89 reproduced. Same standing as 9218."
affinity,Affinity,modern-league-2026-07-2610847#Skeptic2304,mtgo,2026-07-26,Modern League,Skeptic2304,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, 4 Thoughtcast, 3 Memnite, 3 Emry, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Counts re-measured: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89. Same standing as 9218."
affinity,Affinity,modern-challenge-64-2026-07-2612848217#Mogged,mtgo,2026-07-26,Modern Challenge 64,Mogged,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: 4th place. The Affinity shell without Weapons Manufacturing: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Welding Jar, 4 Tormod's Crypt, 4 Opal, 4 Bauble, 4 Saga, 3 Thoughtcast, 3 Memnite, 3 Emry on Spirebluff and Fiery Islet; no Tamiyo, Krang or Song. Core overlap 0.89; only Manufacturing (in all 828 members at 2 or more) keeps it out, and the ruling's stated purpose for the card was the Krang, Tamiyo and Song decks, none of which this is. Proposed rule: Drop Weapons Manufacturing from the Affinity signature (Kappa, Pinnacle, Explosives with Song excluded): moves exactly 24 lists in (22 store, 2 paper), 0 members out; 16 of the 24 are this shell, 7 carry Tamiyo and 1 runs Krang at 3.","angle 1 verifier: Re-read: 4th place, 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Welding Jar, 4 Tormod's Crypt, 4 Opal, 4 Bauble, 4 Saga, 3 Thoughtcast, 3 Memnite, 3 Emry, 2 Rebuke on Spirebluff, Fiery Islet and Shivan Reef; no Weapons Manufacturing, Tamiyo, Krang or Song; core overlap 0.89 reproduced. Manufacturing sits in all 828 members (791 at 4). Dropping it moves 24 in (22 store, 2 paper), 0 out, as measured, but see the notes: 8 of the 24 are the Tamiyo and Krang decks the ruling names, so the rule is not clean and this needs a ruling on whether the Manufacturing-less shell is the deck."
affinity,Affinity,modern-league-2026-07-2810847#digdude13,mtgo,2026-07-28,Modern League,digdude13,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, 3 Thoughtcast, 3 Memnite, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Counts re-measured: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89. Same standing as 9218."
affinity,Affinity,modern-league-2026-08-0110847#starfall,mtgo,2026-08-01,Modern League,starfall,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, 3 Thoughtcast, 3 Memnite, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Counts re-measured: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89. Same standing as 9218."
affinity,Affinity,modern-league-2026-08-0910847#esatheking,mtgo,2026-08-09,Modern League,esatheking,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: esatheking's third Manufacturing-less list: 4 Kappa, 4 Pinnacle, Explosives, 4 Jar, 3 Crypt, 1 Krang, no Manufacturing or Song; core overlap 0.74. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Counts re-measured: 4 Kappa, 4 Pinnacle, 2 Explosives, 4 Jar, 3 Crypt, 1 Krang, no Manufacturing or Song; core overlap 0.74. Same standing as 17729."
affinity,Affinity,modern-challenge-64-2026-08-1412851649#Mogged,mtgo,2026-08-14,Modern Challenge 64,Mogged,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: Mogged's Manufacturing-less shell again: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, 3 Thoughtcast, 3 Memnite; no Tamiyo, Krang or Song; core overlap 0.89. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, 3 Thoughtcast, 3 Memnite, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89 reproduced. Same standing as 9218."
affinity,Affinity,modern-league-2026-08-1910983#sioutis_kk,mtgo,2026-08-19,Modern League,sioutis_kk,,false-negative,medium,post,pass2,keep,out: Basim is not Affinity,"angle 1: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt on the Affinity manabase, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.79. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, 3 Emry, 3 Rebuke, plus 4 Basim Ibn Ishaq (0 members) on Polluted Delta and Watery Grave; no Manufacturing, Tamiyo, Krang or Song; core overlap 0.79 reproduced. The Basim slot is where Manufacturing would sit; kept at the finder's medium as the shell is otherwise intact."
affinity,Affinity,melee:d743d69a-8f9e-4741-99bd-b4bc009dd689,melee,2026-09-05,Spotlight Dallas,zeppelin016,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: Registered as Jeskai Affinity (5-4, 321st): 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, 4 Opal, 4 Bauble, 4 Saga, 4 Memory Guardian, 3 Ravenous Robots, 3 Castle Doom, no Manufacturing, Tamiyo, Krang or Song. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: registered Jeskai Affinity, 5-4-0, 321st; 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Jar, 4 Crypt, 4 Opal, 4 Bauble, 4 Saga, 4 Memory Guardian, 3 Ravenous Robots, 3 Castle Doom, 3 Portable Hole, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.68. Same standing as 9218."
affinity,Affinity,modern-league-2026-09-0910983#kePs,mtgo,2026-09-09,Modern League,kePs,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: 4 Kappa, 4 Pinnacle, 4 Explosives, 3 Jar, 4 Crypt, 3 Ravenous Robots, 2 Castle Doom, 1 Krang, 1 Cranial Plating, no Manufacturing or Song; core overlap 0.89. The pilot's 20400 is a member (Manufacturing 4, Tamiyo 2). Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: 4 Kappa, 4 Pinnacle, 4 Explosives, 3 Jar, 4 Crypt, 3 Ravenous Robots, 3 Portable Hole, 2 Castle Doom, 1 Krang Master Mind, 1 Cranial Plating, no Manufacturing or Song; core overlap 0.89 reproduced. Krang at 1 sits in 113 members and at 2 in 27 (140 of 828, the finder's count is right under the card's store name Krang, Master Mind). The pilot's 20400 is a member."
affinity,Affinity,modern-league-2026-09-1010983#LordEgg,mtgo,2026-09-10,Modern League,LordEgg,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: 4 Kappa, 4 Pinnacle, 4 Explosives, 3 Jar, 4 Crypt, 3 Ravenous Robots, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.79. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Counts re-measured: 4 Kappa, 4 Pinnacle, 4 Explosives, 3 Jar, 4 Crypt, Ravenous Robots, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.79. Same standing as 9218."
affinity,Affinity,modern-challenge-64-2026-09-1112854070#Smallforest,mtgo,2026-09-11,Modern Challenge 64,Smallforest,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: Smallforest's Robots build the day before 208: 4 Kappa, 4 Pinnacle, 4 Explosives, 3 Jar, 4 Crypt, 4 Ravenous Robots, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: 4 Kappa, 4 Pinnacle, 4 Explosives, 3 Jar, 4 Crypt, 4 Ravenous Robots, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89 reproduced. Same standing as 9218."
affinity,Affinity,modern-challenge-16-2026-09-1212854076#Smallforest,mtgo,2026-09-12,Modern Challenge 16,Smallforest,,false-negative,medium,post,pass2,keep,"in: Weapons Manufacturing is supporting, the Kappa, Pinnacle and Explosives shell is the deck","angle 1: 10th place. 4 Kappa, 4 Pinnacle, 4 Explosives, 3 Jar, 4 Crypt, 4 Ravenous Robots, 3 Portable Hole, 4 Mana Confluence, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: 10th, 4 Kappa, 4 Pinnacle, 4 Explosives, 3 Jar, 4 Crypt, 4 Ravenous Robots (73 members hold it), 3 Portable Hole, 4 Mana Confluence, 1 Castle Doom, no Manufacturing, Tamiyo, Krang or Song; core overlap 0.89 reproduced. Same standing as 9218."
affinity,Affinity,modern-league-2026-06-0210628#JuanNavarro14,mtgo,2026-06-02,Modern League,JuanNavarro14,,false-negative,low,post,pass2,drop,in: Krang is supporting inside the Affinity shell,"angle 1: 4 Kappa, 4 Pinnacle, Explosives, 2 Crypt, 4 Memnite, 4 Ravenous Robots, 3 Krang, no Manufacturing or Jar; core overlap 0.74. Krang at 3 was pre-ban only among members per pass one. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: 3 Krang Master Mind, 4 Memnite, 4 Springleaf Drum, 4 Ravenous Robots, 2 Crypt, no Welding Jar, no Manufacturing; core overlap 0.74. Krang at 3 sits in 0 of 828 members (113 at 1, 27 at 2), so this is the Krang build the ruling names rather than a member shape missing one card. Correctly outside."
affinity,Affinity,melee:e76eb379-29e1-4095-8b3e-b48701822e9a,melee,2026-07-17,Pro Tour Amsterdam,jkony_,,false-negative,low,post,pass2,drop,out: Tamiyo with Mox Amber and no Manufacturing is not Affinity,"angle 1: 4 Kappa, 4 Pinnacle, Explosives, 4 Crypt, 4 Tamiyo, 3 Krang, 1 Jar, no Manufacturing; the closest of the 24 to the Tamiyo and Krang deck the ruling names. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: 4 Tamiyo, 3 Krang Master Mind, 3 Mox Amber, 1 Welding Jar, 3 Kappa, no Manufacturing. Krang at 3 sits in 0 of 828 members (the range is 0 to 2) and Tamiyo 4 without Manufacturing is the Tamiyo and Krang deck the ruling names outright, as the finder itself says. Correctly outside."
affinity,Affinity,modern-challenge-32-2026-07-2512848201#Megalov,mtgo,2026-07-25,Modern Challenge 32,Megalov,,false-negative,low,post,pass2,drop,out: Sewer-veillance Cam is not Affinity,"angle 1: 23rd. 4 Kappa, 4 Pinnacle, 3 Explosives, 3 Crypt, 4 Tamiyo, 3 Sewer-veillance Cam, 2 Arcbound Ravager, 2 Mox Amber, no Manufacturing or Jar; core overlap 0.79. The Tamiyo and Cam package pass one cleared inside members (13556, 13608, 14336, 17690). Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: 4 Tamiyo, 3 Sewer-veillance Cam (0 members), 2 Arcbound Ravager, 2 Mox Amber, no Welding Jar, no Manufacturing; core overlap 0.79. The Tamiyo artifact deck the ruling names; the members carrying Tamiyo all carry Manufacturing. Correctly outside."
affinity,Affinity,modern-challenge-64-2026-09-0612853693#LukeBrandes,mtgo,2026-09-06,Modern Challenge 64,LukeBrandes,,false-negative,low,post,pass2,drop,out: Tamiyo with Mox Amber and no Manufacturing is not Affinity,"angle 1: 21st. 4 Kappa, 4 Pinnacle, 4 Explosives, 4 Emry, 4 Metallic Rebuke, 4 Mox Amber, 3 Tamiyo, 2 Crypt, no Manufacturing or Jar; core overlap 0.74. The pilot's 9878 and 10513 are members. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Re-read: 3 Tamiyo, 4 Mox Amber, 4 Emry, 4 Rebuke, no Welding Jar, no Manufacturing; core overlap 0.74. The Tamiyo deck without the card the ruling uses to keep it out. Correctly outside."
affinity,Affinity,modern-league-2026-09-0610983#LukeBrandes,mtgo,2026-09-06,Modern League,LukeBrandes,,false-negative,low,post,pass2,drop,out: Tamiyo with Mox Amber and no Manufacturing is not Affinity,"angle 1: LukeBrandes's league version of 10708 the same day: 4 Kappa, 4 Pinnacle, 3 Explosives, 4 Mox Amber, 3 Tamiyo, 3 Crypt, no Manufacturing; core overlap 0.68. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: LukeBrandes's league version of 10708: 3 Tamiyo, 4 Mox Amber, no Manufacturing, no Jar; core overlap 0.68. Correctly outside under the Tamiyo ruling."
affinity,Affinity,modern-league-2026-09-1110983#Arcbound_Papi,mtgo,2026-09-11,Modern League,Arcbound_Papi,,false-negative,low,post,pass2,drop,out: Basim is not Affinity,"angle 1: Card for card 212's Dimir Affinity aggro mainboard (Basim, Cranial Plating, Memnite, Ornithopter, Drum, 3 Tamiyo, 4 Kappa, 4 Pinnacle, 3 Explosives), no Manufacturing; the pilot's 10567 is a member with 3 Tamiyo and 4 Manufacturing. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Mainboard card for card 212 (Tamiyo 3, Basim, Plating, Memnite, Ornithopter, Drum, no Jar, no Manufacturing). Correctly outside under the Tamiyo ruling, same reasoning as 212."
affinity,Affinity,modern-league-2026-09-1110983#Kaliakatsos,mtgo,2026-09-11,Modern League,Kaliakatsos,,false-negative,low,post,pass2,drop,out: Basim is not Affinity,"angle 1: Card for card 212's Dimir Affinity aggro mainboard, no Manufacturing. Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out.","angle 1 verifier: Mainboard card for card 212 (Tamiyo 3, no Manufacturing, no Jar). Correctly outside under the Tamiyo ruling."
affinity,Affinity,modern-challenge-16-2026-09-1212854076#Navigator_2505,mtgo,2026-09-12,Modern Challenge 16,Navigator_2505,,false-negative,low,post,pass2,drop,out: Basim is not Affinity,"angle 1: 16th. Dimir Affinity aggro: 4 Kappa, 4 Pinnacle, 3 Explosives, 3 Crypt, 3 Basim Ibn Ishaq, 3 Cranial Plating, 3 Memnite, 3 Ornithopter, 2 Springleaf Drum, 3 Tamiyo on Darkslick Shores and Watery Grave, no Manufacturing; core overlap 0.58. The Memnite, Ornithopter and Drum shell pass one cleared as the older aggro build, here with Tamiyo, which pass one also cleared inside members (10 members hold it). Proposed rule: Drop Weapons Manufacturing from the Affinity signature: moves 24 (22 store, 2 paper), 0 members out. Excluding Tamiyo as well would keep the 7 Tamiyo lists out but drops 12 clean members (10 store, 2 paper), rejected by pass one.","angle 1 verifier: Re-read: 3 Tamiyo, 3 Basim, 3 Cranial Plating, 3 Memnite, 3 Ornithopter, 2 Springleaf Drum, no Welding Jar, no Manufacturing, on Darkslick Shores and Watery Grave; core overlap 0.58. The pass-one ruling names the Tamiyo artifact deck as a different deck and Weapons Manufacturing as the card that keeps it out; the 10 members holding Tamiyo all hold Manufacturing at 2 to 4 as well (verified), which is the ruling's line. A Tamiyo list with no Manufacturing is exactly what the ruling excludes, so it is correctly outside."
prowess,Izzet Prowess,modern-challenge-64-2026-06-0312843459#DelverOfBolts,mtgo,2026-06-03,Modern Challenge 64,DelverOfBolts,,false-negative,low,post,pass2,keep,in: Channeler is supporting; the shell is Vents and Lava Dart with four of the six prowess staples,"angle 1: 4 Cutter, 4 DRC, 4 Slickshot, 4 Stormchaser's Talent, 4 Academic Dispute, 3 Boomerang Basics, 4 Bolt, 4 Lava Dart, 3 Steam Vents, no Swiftspear; core overlap 0.88. Proposed rule: Dropping Monastery Swiftspear moves 8 (7 store, 1 paper), 5 of them not prowess; not recommended, flagged for a ruling.","angle 1 verifier: Re-read: 22nd, 4 Cutter, 4 DRC, 4 Slickshot, 4 Talent, 4 Academic Dispute, 3 Boomerang Basics, 4 Bolt, 4 Lava Dart, 3 Steam Vents, no Swiftspear; core overlap 0.88 reproduced. Same standing as 17772: the deck, no clean rule, flagged for a ruling."
